sponsor,count
Ministry of Science and Technology of the People´s Republic of China,17
Saint Luke's Health System,17
University of the State of Santa Catarina,17
IRCCS Policlinico S. Donato,17
Taiwan Liposome Company,17
Grupo Espanol Multidisciplinario del Cancer Digestivo,17
Vivek Reddy,17
"Services Hospital, Lahore",17
Ospedale San Donato,17
Treatment Research Institute,17
Baltimore VA Medical Center,17
California Polytechnic State University-San Luis Obispo,17
Regina Elena Cancer Institute,17
Stockholm University,17
Queen Fabiola Children's University Hospital,17
Institut de Cancérologie de la Loire,17
Danish Cancer Society,17
German Diabetes Center,17
Theraclion,17
"National Research Centre for the Working Environment, Denmark",17
Holbaek Sygehus,17
Celularity Incorporated,17
"Chengdu Kanghong Biotech Co., Ltd.",17
Universitas Padjadjaran,17
"Therapeutics, Inc.",17
Red de Terapia Celular,17
Saskatchewan Health Authority - Regina Area,17
AGUNCO Obstetrics and Gynecology Centre,17
"National Bureau of Economic Research, Inc.",17
"Navy General Hospital, Beijing",17
David Grant U.S. Air Force Medical Center,17
Helse Nord-Trøndelag HF,17
Seton Healthcare Family,17
Democritus University of Thrace,17
Oxford Brookes University,17
Ageless Regenerative Institute,17
Serum Institute of India Pvt. Ltd.,17
"St Joseph University, Beirut, Lebanon",17
Royal North Shore Hospital,17
Paulista University,17
"Epizyme, Inc.",17
Instituto de Oftalmología Fundación Conde de Valenciana,17
Escola Superior de Tecnologia da Saúde do Porto,17
"Dongzhimen Hospital, Beijing",17
Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz,17
Pusan National University,17
"Galera Therapeutics, Inc.",17
Firstkind Ltd,17
"Calithera Biosciences, Inc",17
"Shanghai Pharmaceuticals Holding Co., Ltd",17
ShangHai Ji Ai Genetics & IVF Institute,17
Hospital Civil de Guadalajara,17
Jaseng Medical Foundation,17
Beijing Tsinghua Chang Gung Hospital,17
Shanghai Yueyang Integrated Medicine Hospital,17
"Clinical Research Centre, Malaysia",17
"Hospital St. Joseph, Marseille, France",17
Koç University,17
"Oregon Research Behavioral Intervention Strategies, Inc.",17
Poznan University of Life Sciences,17
Geropharm,17
Tianjin Medical University Second Hospital,17
I-Mab Biopharma Co. Ltd.,17
"Shanghai Hengrui Pharmaceutical Co., Ltd.",17
Gary Morrow,16
University of North Carolina,16
Walter Reed Army Institute of Research (WRAIR),16
Dendreon,16
OSI Pharmaceuticals,16
Baylor Breast Care Center,16
"University of Massachusetts, Boston",16
Conatus Pharmaceuticals Inc.,16
Aeris Therapeutics,16
Neovii Biotech,16
Targacept Inc.,16
IDRI,16
"Mesoblast, Inc.",16
Bassett Healthcare,16
VA Pittsburgh Healthcare System,16
Acclarent,16
Golden Jubilee National Hospital,16
Bronx VA Medical Center,16
Protalix,16
Society for Applied Studies,16
"Molecular Insight Pharmaceuticals, Inc.",16
Exalenz Bioscience LTD.,16
"Aegerion Pharmaceuticals, Inc.",16
"Cyclacel Pharmaceuticals, Inc.",16
"Ahn-Gook Pharmaceuticals Co.,Ltd",16
"Arog Pharmaceuticals, Inc.",16
Pain Therapeutics,16
The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,16
Mundipharma Research GmbH & Co KG,16
University of L'Aquila,16
Spanish Lung Cancer Group,16
University of Catanzaro,16
Iran University of Medical Sciences,16
Veloxis Pharmaceuticals,16
Gruppo Oncologico Italiano di Ricerca Clinica,16
Azienda Ospedaliera di Padova,16
"CrystalGenomics, Inc.",16
"Zogenix, Inc.",16
Santhera Pharmaceuticals,16
University of Göttingen,16
Biodel,16
Instituto de Olhos de Goiania,16
Hospital General de Mexico,16
Universidad Autonoma de Baja California,16
East Tennessee State University,16
Azienda Ospedaliero-Universitaria di Modena,16
University Hospital of Split,16
DongGuk University,16
Chelsea Therapeutics,16
"Toray Industries, Inc",16
"Anika Therapeutics, Inc.",16
ZimVie,16
Mercy Research,16
Symphogen A/S,16
DeNova Research,16
Saint Francis Care,16
Hospital Universitario Virgen de la Arrixaca,16
Cook Research Incorporated,16
Universidad Politecnica de Madrid,16
Medipost Co Ltd.,16
CureVac AG,16
"Pacira CryoTech, Inc., a wholly owned subsidiary of Pacira BioSciences, Inc.",16
University of Jyvaskyla,16
Aurora Health Care,16
Fate Therapeutics,16
Acacia Pharma Ltd,16
Technolas Perfect Vision GmbH,16
Hunan Province Tumor Hospital,16
"Biotech Pharmaceutical Co., Ltd.",16
The University of Texas at Arlington,16
"University of North Carolina, Greensboro",16
Butantan Institute,16
Mundipharma Korea Ltd,16
Centre de recherche du Centre hospitalier universitaire de Sherbrooke,16
Beijing Ditan Hospital,16
Trevena Inc.,16
Azienda Ospedaliera Specializzata in Gastroenterologia Saverio de Bellis,16
NIZO Food Research,16
"Scynexis, Inc.",16
R-Bio,16
Astellas Pharma Europe Ltd.,16
Hospital Clinico Universitario de Santiago,16
General Hospital of Chinese Armed Police Forces,16
Ascension Genesys Hospital,16
"Prof. Dominique de Quervain, MD",16
Shanghai Institute Of Biological Products,16
Mental Health Centre Copenhagen,16
"Islamic Azad University, Tehran",16
Glenmark Pharmaceuticals Ltd. India,16
Cadila Healthcare Limited,16
Institut Pasteur de Lille,16
"Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co., Ltd.",16
Mingzhi Zhang,16
Federal University of the Valleys of Jequitinhonha and Mucuri,16
Skidmore College,16
National Cardiovascular Center Harapan Kita Hospital Indonesia,16
Vietnam National University,16
Croma-Pharma GmbH,16
Vestre Viken Hospital Trust,16
Natural Immune Systems Inc,16
"Haihe Biopharma Co., Ltd.",16
"Chaitanya Hospital, Pune",16
Beijing University of Chinese Medicine,16
Universidade do Vale do Paraíba,16
St Mary's University College,16
Qingdao Central Hospital,16
Universidade Nova de Lisboa,16
LMU Klinikum,16
"Bar-Ilan University, Israel",16
Neurogen Brain and Spine Institute,16
Rhizen Pharmaceuticals SA,16
Bruyere Research Institute,16
Laboratorios Ordesa,16
British University In Egypt,16
"Yooyoung Pharmaceutical Co., Ltd.",16
"AB Biotics, SA",16
Medigen Vaccine Biologics Corp.,16
The Royal Wolverhampton Hospitals NHS Trust,16
"Bioverativ, a Sanofi company",16
Affiliated Cancer Hospital & Institute of Guangzhou Medical University,16
Panineeya Mahavidyalaya Institute of Dental Sciences & Research Centre,16
"Shepherd Center, Atlanta GA",16
Malmö University,16
"Qure Healthcare, LLC",16
"University of Nevada, Reno",16
Viriom,16
Sultan Qaboos University,16
Bournemouth University,16
Canterbury Christ Church University,16
"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",16
Gaziosmanpasa Research and Education Hospital,16
Assembly Biosciences,16
Midwest Center for Metabolic and Cardiovascular Research,16
Northern Arizona University,16
Spero Therapeutics,16
Centre Hospitalier le Mans,16
"Atea Pharmaceuticals, Inc.",16
"State Scientific Centre of Coloproctology, Russian Federation",16
InMode MD Ltd.,16
Gaziler Physical Medicine and Rehabilitation Education and Research Hospital,16
Theradex,15
Drexel University College of Medicine,15
QLT Inc.,15
"Enzon Pharmaceuticals, Inc.",15
Cancer Advances Inc.,15
Myrexis Inc.,15
Rowan University,15
Robert Wood Johnson Foundation,15
Kumamoto University,15
Prothya Biosolutions,15
Stichting Hemato-Oncologie voor Volwassenen Nederland,15
Carrick Institute for Graduate Studies,15
Geron Corporation,15
Groupe Hospitalier Pitie-Salpetriere,15
"Medical Corps, Israel Defense Force",15
Aurinia Pharmaceuticals Inc.,15
"Derm Research, PLLC",15
"Teachers College, Columbia University",15
Fundación Cardiovascular de Colombia,15
Azienda Ospedaliera San Giovanni Battista,15
"Biotronik, Inc.",15
"Sirion Therapeutics, Inc.",15
San Francisco Veterans Affairs Medical Center,15
"Faes Farma, S.A.",15
Nobel Biocare,15
"TaiGen Biotechnology Co., Ltd.",15
University Hospital of Mont-Godinne,15
Lifespan,15
"University Hospital, Motol",15
Kyorin University,15
Endologix,15
Fondazione EMN Italy Onlus,15
Aesculap AG,15
Lovisenberg Diakonale Hospital,15
Spectranetics Corporation,15
Ulsan University Hospital,15
Fundación Pública Andaluza Progreso y Salud,15
"PrECOG, LLC.",15
Institute of Oncology Ljubljana,15
Paracelsus Medical University,15
Kubota Vision Inc.,15
Pierre Fabre Dermo Cosmetique,15
Wellspect HealthCare,15
"Altimmune, Inc.",15
Associação Fundo de Incentivo à Pesquisa,15
Elixir Medical Corporation,15
University of Portsmouth,15
Iladevi Cataract and IOL Research Center,15
Clinuvel Pharmaceuticals Limited,15
Avera McKennan Hospital & University Health Center,15
Bellicum Pharmaceuticals,15
Gyeongsang National University Hospital,15
Asahi Kasei Pharma Corporation,15
Valduce Hospital,15
HIV Prevention Trials Network,15
TME Pharma AG,15
Biolab Sanus Farmaceutica,15
Hospital Universitario La Fe,15
Liverpool Heart and Chest Hospital NHS Foundation Trust,15
Erzincan Military Hospital,15
Theodor Bilharz Research Institute,15
McMaster Children's Hospital,15
Heilongjiang University of Chinese Medicine,15
"Xiamen Amoytop Biotech Co., Ltd.",15
"Aragon Pharmaceuticals, Inc.",15
Fundacion para la Investigacion y Formacion en Ciencias de la Salud,15
Woman's,15
Laboratorio Elea Phoenix S.A.,15
"Tetraphase Pharmaceuticals, Inc.",15
University School of Physical Education in Wroclaw,15
G. d'Annunzio University,15
China-Japan Friendship Hospital,15
Ataturk Training and Research Hospital,15
"Federal State Budgetary Institution, V. A. Almazov Federal North-West Medical Research Centre, of the Ministry of Health",15
Hospital de Mataró,15
"Afferent Pharmaceuticals, Inc.",15
Institut für Pneumologie Hagen Ambrock eV,15
Onze Lieve Vrouw Hospital,15
GL Pharm Tech Corporation,15
The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz),15
UroGen Pharma Ltd.,15
Beijing Chest Hospital,15
West German Center of Diabetes and Health,15
"Technological Centre of Nutrition and Health, Spain",15
Uludag University,15
Inmunotek S.L.,15
Ampio Pharmaceuticals. Inc.,15
Sport and Spine Rehab Clinical Research Foundation,15
Daegu Catholic University Medical Center,15
Seoul National University,15
Ufuk University,15
Elizabeth Glaser Pediatric AIDS Foundation,15
Second Affiliated Hospital of Soochow University,15
Kyung Hee University Hospital at Gangdong,15
First Affiliated Hospital of Chongqing Medical University,15
Shanghai 6th People's Hospital,15
University of the Balearic Islands,15
University of Extremadura,15
Universitätsklinikum Köln,15
"G1 Therapeutics, Inc.",15
Dr. August Wolff GmbH & Co. KG Arzneimittel,15
Massachusetts Institute of Technology,15
Institut Mutualiste Montsouris,15
United BioPharma,15
Blueprint Medicines Corporation,15
University of Mogi das Cruzes,15
Zhejiang Provincial People's Hospital,15
"Allakos, Inc.",15
Centro Universitario La Salle,15
Prof. Dr. Cemil Tascıoglu Education and Research Hospital Organization,15
Assuta Medical Center,15
Second Affiliated Hospital of Nanchang University,15
"IRCCS Centro Neurolesi ""Bonino-Pulejo""",15
Ankara Training and Research Hospital,15
Sichuan Provincial People's Hospital,15
"Foundation for Innovative New Diagnostics, Switzerland",15
Alpha Tau Medical LTD.,15
Universidade Federal do Para,15
Majmaah University,15
Cinnagen,15
RSP Systems A/S,15
Mỹ Đức Hospital,15
"Zai Lab (Shanghai) Co., Ltd.",15
Istanbul Sabahattin Zaim University,15
Respirent Pharmaceuticals Co Ltd.,15
Shanghai YingLi Pharmaceutical Co. Ltd.,15
Hitit University,15
Future University in Egypt,15
CanSino Biologics Inc.,15
Izmir Bakircay University,15
Aarogyam UK,15
Integrative Skin Science and Research,15
Palo Alto Medical Foundation,14
Agouron Pharmaceuticals,14
"Steward St. Elizabeth's Medical Center of Boston, Inc.",14
"Mast Therapeutics, Inc.",14
InterMune,14
Y-mAbs Therapeutics,14
Scott and White Hospital & Clinic,14
Japan Clinical Oncology Group,14
Mateon Therapeutics,14
Nagoya University,14
Mylan Bertek Pharmaceuticals,14
North Eastern German Society of Gynaecological Oncology,14
United States Department of Defense,14
UCB Japan Co. Ltd.,14
Molecular NeuroImaging,14
New York Presbyterian Hospital,14
DBL -Institute for Health Research and Development,14
Rovi Pharmaceuticals Laboratories,14
"Kyoto University, Graduate School of Medicine",14
Fenway Community Health,14
Janssen-Cilag Ltd.,14
Akron Children's Hospital,14
European Society for Blood and Marrow Transplantation,14
Minneapolis Heart Institute Foundation,14
Bastyr University,14
Palmer College of Chiropractic,14
Onze Lieve Vrouwe Gasthuis,14
University of Wuerzburg,14
LifeScan,14
Penumbra Inc.,14
Central Jutland Regional Hospital,14
Planned Parenthood League of Massachusetts,14
AZ-VUB,14
59th Medical Wing,14
Corporal Michael J. Crescenz VA Medical Center,14
"Medivation, Inc.",14
Javelin Pharmaceuticals,14
Neurim Pharmaceuticals Ltd.,14
sigma-tau i.f.r. S.p.A.,14
HAL Allergy,14
Hopital du Sacre-Coeur de Montreal,14
Westat,14
Cooperative Study Group A for Hematology,14
Tabriz University,14
Durect,14
VA Puget Sound Health Care System,14
Durham VA Medical Center,14
Affiris AG,14
Sir Ganga Ram Hospital,14
Altor BioScience,14
Showa Inan General Hospital,14
"CSA Medical, Inc.",14
"HiberCell, Inc.",14
Innate Pharma,14
"Immunovative Therapies, Ltd.",14
Joshua M Hare,14
SOFAR S.p.A.,14
Mati Therapeutics Inc.,14
Centrexion Therapeutics,14
The Canadian College of Naturopathic Medicine,14
Chiba University,14
Claude Bernard University,14
Krankenhaus Nordwest,14
Life Molecular Imaging SA,14
Consorzio Oncotech,14
University Hospital Birmingham NHS Foundation Trust,14
Sheppard Pratt Health System,14
Xenon Pharmaceuticals Inc.,14
Le Bonheur Children's Hospital,14
Bundang CHA Hospital,14
Paion UK Ltd.,14
Korea Cancer Center Hospital,14
Centre de Recherche de l'Institut Universitaire de Geriatrie de Montreal,14
"Institut de Myologie, France",14
Adimmune Corporation,14
Albireo,14
Hospital Infantil de Mexico Federico Gomez,14
Maasstad Hospital,14
MorphoSys AG,14
"Gradalis, Inc.",14
University Medical Center Nijmegen,14
NeuroDerm Ltd.,14
VA Eastern Colorado Health Care System,14
Aston University,14
AHEPA University Hospital,14
University of Wyoming,14
Abbott Diabetes Care,14
Qingdao University,14
Estetra,14
Banc de Sang i Teixits,14
"The George Institute for Global Health, China",14
Dr. Lutfi Kirdar Kartal Training and Research Hospital,14
University of Crete,14
"Madrigal Pharmaceuticals, Inc.",14
Royal Surrey County Hospital NHS Foundation Trust,14
Advanced Accelerator Applications,14
Mae Fah Luang University Hospital,14
Universidad Nacional Autonoma de Mexico,14
MicroPort CRM,14
Pirogov Russian National Research Medical University,14
Naestved Hospital,14
Alabama Physical Therapy & Acupuncture,14
Gillette Children's Specialty Healthcare,14
Dr. Sami Ulus Children's Hospital,14
"Gladwin, Mark, MD",14
Zurich University of Applied Sciences,14
N.N. Petrov National Medical Research Center of Oncology,14
Hugel,14
Cellular Biomedicine Group Ltd.,14
Chinese Medical Association,14
Prolong Pharmaceuticals,14
AnewPharma,14
University Hospital Olomouc,14
Joint Authority for Päijät-Häme Social and Health Care,14
MemorialCare Health System,14
Catherine Bollard,14
Poxel SA,14
Hua Medicine Limited,14
Xeris Pharmaceuticals,14
Ewha Womans University Mokdong Hospital,14
