NO,name,smi,Dataset,logPapp
D-2311,OXd,O1C(CN(c2ccc(cc2)C(=O)C)C1=O)COCOCCC,Tr,-3.95
D-2312,OXe,OC(NC(=O)C)CNc1ccc(cc1)C(=O)C,Tr,-5.2199998
D-2313,OXf,S1(=O)N(C)C(CN1c1ccc(cc1)C(=O)C)CNC(=O)C,Tr,-5.1199999
D-2314,OXh,O=C1NC(CN1c1ccc(cc1)C(O)C)CNC(=O)C,Tr,-5.6999998
D-2315,OXo,S(=O)(=O)(N1CC(OC1=O)CNC(=O)C)c1ccc(cc1)C,Tr,-4.7199998
D-2317,OXn,O1CC2N(c3cc(ccc3CC2)C(=O)C)C1=O,Tr,-4.0100002
D-2318,Ac-Trp-Ala-Gly-Gly-Lys-Ala-NH2,O=C(NCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N)C)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C)Cc1c2c([nH]c1)cccc2)C,Tr,-7.3099999
D-2320,Cytarabine (1),O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(O)=NC1=O,Tr,-6.0999999
D-2321,5'-L-valyl-cytarabine (2),O1[C@H](COC(=O)[C@@H](N)C(C)C)[C@@H](O)[C@H](O)[C@@H]1N1C=CC(O)=NC1=O,Tr,-5.23
D-2326,DMP 581,O=Cc1n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c(nc1CC)CCC,Tr,-5.3800001
D-2334,XM970,S(=O)(=O)(NC(=O)CCCC)c1ccccc1-c1cc(F)c(cc1)Cn1c(C(O)=O)c(nc1CCC)CC,Tr,-5.1999998
D-2335,Formoterol,O(C)c1ccc(cc1)CC(NCC(O)c1cc(NC=O)c(O)cc1)C,Tr,-5.6300001
D-2336,Enviroxime (LY122772),S(=O)(=O)(n1c2cc(ccc2nc1N)\C(=N\O)\c1ccccc1)C(C)C,Tr,-3.8699999
D-2337,E02,S(=O)(=O)(n1c2cc(ccc2nc1N)\C(=C\C(=O)N)\c1ccccc1)C(C)C,Tr,-4.3600001
D-2338,E03,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1ccc(F)cc1)C(C)C,Tr,-4.3299999
D-2339,E04,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)ccc1)C(C)C,Tr,-4.1399999
D-2341,E06,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1F)C(C)C,Tr,-4.2600002
D-2343,E08,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cccc(F)c1F)C(C)C,Tr,-4.21
D-2344,E09,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1)CCC,Tr,-4.1900001
D-2346,E11,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cccc(F)c1F)C(C)C,Tr,-4.23
D-2347,E12,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1ccc(F)c(F)c1F)C(C)C,Tr,-4.1399999
D-2348,E13,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)c(OC)cc1)C(C)C,Tr,-4.48
D-2349,E14,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)cc(F)c1)C(C)C,Tr,-4.2399998
D-2350,E15,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1c(F)c(F)c(F)c(F)c1F)C(C)C,Tr,-4.1999998
D-2351,E16,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)ccc1)C(C)C,Tr,-4.54
D-2352,E17,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)c(F)c(F)c1)C(C)C,Tr,-4.3299999
D-2353,E18,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)c(F)cc1)C(C)C,Tr,-4.3600001
D-2355,E20,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NCC)/c1cccc(F)c1F)C(C)C,Tr,-4.0700002
D-2356,E21,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1)NC(=O)N(C)C,Tr,-4.0599999
D-2357,E22,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)ccc1)NC(=O)N(C)C,Tr,-4.1700001
D-2358,E23,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1)NC(=O)N1CCOCC1,Tr,-4.3899999
D-2359,E24,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)NC)/c1cc(F)ccc1)NC(=O)N1CCCC1,Tr,-4.0999999
D-2360,E25,S(=O)(=O)(n1c2cc(ccc2nc1N)/C(=C/C(=O)N)/c1cc(F)ccc1)NC(=O)N1CCOCC1,Tr,-4.7399998
D-2363,E28,Fc1ccccc1\C(=C/C(=O)NC)\c1cc2n(C3CCCC3)c(nc2cc1)N,Tr,-5.1500001
D-2364,Naringin,O1[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@@H]1Oc1cc(O)c2c(O[C@@H](CC2=O)c2ccc(O)cc2)c1,Tr,-6.8200002
D-2365,N-desmethylclozapine,Clc1cc2NC(N3CCNCC3)=C3C(=Nc2cc1)C=CC=C3,Tr,-4.6799998
D-2367,Propofol,Oc1c(cccc1C(C)C)C(C)C,Tr,-4.77
D-2368,Sulfanilamide,S(=O)(=O)(N)c1ccc(N)cc1,Tr,-5.2600002
D-2375,13,s1cnnc1NS(=O)(=O)c1ccc(NC(=O)CCCCCCCCC)cc1,Tr,-5.46
D-2376,14,s1cnnc1NS(=O)(=O)c1ccc(cc1)CCCCCCCCCCCC,Tr,-5.3200002
D-2381,VX-950,O=C(N[C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@H](CCC2)C1C(=O)N[C@H](C(=O)C(=O)NC1CC1)CCC)C1CCCCC1)c1nccnc1,Tr,-5.3200002
D-2382,BILN-2061,s1cc(nc1NC(C)C)-c1nc2c(ccc(OC)c2)c(O[C@@H]2CC3N(C2)C(=O)[C@@H](NC(OC2CCCC2)=O)CCCCC\C=C/[C@H]2C[C@]2(NC3=O)C(O)=O)c1,Tr,-5.6599998
D-2383,2c,S(=O)(=O)(N)c1ccccc1-c1cnc(nc1)NC(=O)c1n(nc(c1)C(F)(F)F)-c1cc(ccc1)C(N)=N,Tr,-7
D-2386,4b,S(=O)(=O)(N)c1ccccc1-c1cc(F)c(NC(=O)c2n(nc(c2)C)-c2cc(ccc2)CN)cc1,Tr,-6
D-2387,4c,S(=O)(=O)(C)c1ccccc1-c1ccc(NC(=O)c2n(nc(c2)C)-c2cc(ccc2)CN)cc1,Tr,-5.9000001
D-2389,4f,S(=O)(=O)(N)c1ccccc1-c1cc(F)c(NC(=O)c2n(nc(c2)C(F)(F)F)-c2cc(ccc2)CN)cc1,Tr,-6
D-2390,4g,S(=O)(=O)(C)c1ccccc1-c1ccc(NC(=O)c2n(nc(c2)C(F)(F)F)-c2cc(ccc2)CN)cc1,Tr,-5.5
D-2391,4h,S(=O)(=O)(C)c1ccccc1-c1cc(F)c(NC(=O)c2n(nc(c2)C(F)(F)F)-c2cc(ccc2)CN)cc1,Tr,-5.3000002
D-2394,4c,Clc1cc(C(F)(F)F)c(NC(OC[C@H]2N=C(c3c(N(CC(=O)NC\C=C\C(OC)=O)C2=O)cccc3)c2ccccc2)=O)cc1,Tr,-5.4200001
D-2395,1-naphthol,Oc1c2c(ccc1)cccc2,Tr,-4.4899998
D-2401,V,O=C(N[C@H]([C@@H](O)[C@@H](O)CC(C)C)CC1CCCCC1)CCCCCc1ccccc1,Tr,-5.1500001
D-2405,a,OC(=O)CC(CC1CCN(CC1)C(=O)CCc1nc2NCCCc2cc1)c1cc2c(nc1)cccc2,Tr,-5.8899999
D-2406,b,OC(=O)CC(CC1CCN(CC1)C(=O)CCc1nc2NCCCc2cc1)C1Cc2c(NC1)cccc2,Tr,-5.5999999
D-2407,C,OC(=O)CC(C1CCN(CC1)C(=O)CCCc1nc2NCCCc2cc1)C1Cc2c(NC1)cccc2,Tr,-5.2199998
D-2408,I-II,O=C1N(CC[C@H]1CCCc1nc2NCCCc2cc1)[C@@H](CC(O)=O)c1cc2c(nc1)cccc2,Tr,-5.6900001
D-2409,5'-L-Val-FUdR,FC1=CN([C@H]2O[C@@H](COC(=O)C(N)C(C)C)[C@H](O)C2)C(=O)NC1=O,Tr,-5.29
D-2412,5'-L-Leu-FUdR,FC1=CN([C@H]2O[C@@H](COC(=O)[C@@H](N)C(C)C)[C@H](O)C2)C(=O)NC1=O,Tr,-6.0100002
D-2416,Methylparaben,Oc1ccc(cc1)C(OC)=O,Tr,-4.46
D-2417,Propylparaben,Oc1ccc(cc1)C(OCCC)=O,Tr,-4.3899999
D-2418,Butylparaben,Oc1ccc(cc1)C(OCCCC)=O,Tr,-4.4899998
D-2420,Octylparaben,Oc1ccc(cc1)C(OCCCCCCCC)=O,Tr,-4.8800001
D-2421,Arzanol,O1C(CC)=C(C)C(=O)C(Cc2c(O)c(C(=O)C)c(O)c(C\C=C(\C)/C)c2O)=C1O,Tr,-4.71
D-2424,2,Clc1cc2nc(sc2nc1)COc1ccc(F)c(C(=O)N)c1F,Tr,-4.3099999
D-2427,2,n1ccn(c1)Cc1cc(ccc1)C#N,Tr,-4.1700001
D-2430,6,n1c2c(n(c1)Cc1ccccc1)cccc2,Tr,-4.1500001
D-2431,8,n1c2c(n(c1)Cc1cc(ccc1)C#N)cccc2,Tr,-4.1799998
D-2432,11,OC(=O)c1ccc(cc1)Cn1c2c(nc1)cccc2,Tr,-5.5
D-2435,15,S(=O)(=O)(N)c1ccc(cc1)Cn1c2c(nc1)cccc2,Tr,-4.6300001
D-2437,18,OC(=O)c1ccc(cc1)Cn1nccc1,Tr,-5.4400001
D-2438,19,OC(=O)Cc1ccc(cc1)Cn1nccc1,Tr,-5.54
D-2443,26,OC(=O)c1cc(ccc1)Cc1ncccn1,Tr,-5.21
D-2445,28,O=C(N)c1cc(ccc1)Cn1ccnc1,Tr,-5.1599998
D-2446,29,O=C(N)c1cc(ccc1)Cn1c2c(nc1)cccc2,Tr,-4.5999999
D-2449,32,n1c2c(n(c1)Cc1cc(ccc1)CN)cccc2,Tr,-4.5599999
D-2457,40,n1c2c(n(c1)Cc1cc(N)ccc1)cccc2,Tr,-4.2399998
D-2458,41,S(=O)(=O)(Nc1cc(ccc1)Cn1c2c(nc1)cccc2)C,Tr,-4.6300001
D-2467,4,O=C(N[C@H](Cc1ccccc1)C(=O)N([C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N)C)C,Tr,-5.0900002
D-2468,6,O=C(N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)NC)C,Tr,-5.3800001
D-2469,Pyrilamine Maleate,O(C)c1ccc(cc1)CN(CCN(C)C)c1ncccc1,Tr,-4.6599998
D-2470,Org 12962,Clc1nc(N2CCNCC2)ccc1C(F)(F)F,Tr,-4.5999999
D-2472,Org 5222,Clc1cc2[C@@H]3[C@@H](c4c(Oc2cc1)cccc4)CN(C3)C,Tr,-4.73
D-2473,Org 33062,O=C1N(CCCCN2CCN(CC2)c2ncccn2)C(=O)CC(C1)(C)C,Tr,-4.6999998
D-2474,Org 25907,OC1C(CC(=O)N(CCCCN2CCN(CC2)c2ncccn2)C1=O)(C)C,Tr,-4.8899999
D-2475,Org 13011,FC(F)(F)c1cc(ncc1)N1CCN(CC1)CCCCN1CCCC1=O,Tr,-4.7399998
D-2476,Org 34037,Clc1ccc(cc1)C1c2c(C=3N(C1)CCN=3)cccc2,Tr,-4.7199998
D-2477,Org 23366,Fc1ccc(cc1)C(c1ccc(F)cc1)=C1CCN(CC1)CCCC(=O)N1CCCC1,Tr,-5.0599999
D-2479,Org 34167,o1nc(c2c1cccc2)-c1ccccc1C(N)CC=C,Tr,-4.8699999
D-2481,Rifabutin,O1c2c3c4c(c(O)c2C)C(=O)C(NC(=O)/C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)=C1NC2(N=C14)CCN(CC2)CC(C)C,Tr,-5.02
D-2483,21d,FCCNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2c(C[C@H]1O)cccc2)C(C)C,Tr,-5.8000002
D-2484,2,O[C@@H]1Cc2c(cccc2)[C@@H]1NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@@H](C(C)C)C(=O)NC,Tr,-5.8499999
D-2485,21e,FC(F)(F)CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2c(C[C@H]1O)cccc2)C(C)C,Tr,-5.54
D-2489,Teniposide,s1cccc1C1OC2C(OC(O[C@H]3[C@@H]4[C@@H]([C@@H](c5c3cc3OCOc3c5)c3cc(OC)c(O)c(OC)c3)C(OC4)=O)C(O)C2O)CO1,Tr,-6.0500002
D-2499,22,o1c2c(cc1-c1nc(ccn1)-c1[nH]c3c(c1)C(=O)NCC13CCCNC1)cccc2,Tr,-5.8200002
D-2502,25,O(CCCOC)c1ncc(cc1)-c1nc(ccn1)-c1[nH]c2c(c1)C(=O)NCC12CCCNC1,Tr,-5.3800001
D-2507,5m,n1nnn(Cc2ccccc2)c1C(N1CCCN(CC1)C1CCC1)c1ccc(cc1)Cn1ncnc1,Tr,-6.3000002
D-2509,1,S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C1N(C)C(=O)N(C)C(=O)C1)cc(cc2)CC(O)=O,Tr,-4.9099998
D-2510,13,O1Cc2c(N(c3cc(ccc13)C(O)=O)CCCN1CCN(CC1)C1N(C)C(=O)N(C)C(=O)C1)cccc2,Tr,-5.1199999
D-2513,13d,O1Cc2c(N(c3cc(ccc13)CC(O)=O)CCCN1CCCN(CC1)C1N(C)C(=O)N(C)C(=O)C1)cccc2,Tr,-5.8000002
D-2514,13e,O1Cc2c(N(c3cc(ccc13)C(C(O)=O)C)CCCN1CCCN(CC1)C1N(C)C(=O)N(C)C(=O)C1)cccc2,Tr,-5.7199998
D-2516,13g,O1Cc2c(N(c3cc(ccc13)C(O)=O)CCCN1CCCN(CC1)C1N(C)C(=O)N(C)C(=O)C1)cccc2,Tr,-5.5
D-2518,13i,O=C1N(C)C(=O)N(C)C(N2CCCN(CC2)CCCN2c3cc(ccc3CCc3c2cccc3)CC(O)=O)C1,Tr,-5.5900002
D-2519,13j,O=C1N(C)C(=O)N(C)C(N2CCCN(CC2)CCCN2c3cc(ccc3CCc3c2cccc3)C(C(O)=O)(C)C)C1,Tr,-5.2450004
D-2520,(E-Z)-19a,O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN1CCN(CC1)C1N(C)C(=O)N(C)C(=O)C1,Tr,-5.1399999
D-2521,(Z)-19b,O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN1CCCN(CC1)C1N(C)C(=O)N(C)C(=O)C1,Tr,-5.4000001
D-2522,(Z)-19c,O1Cc2c(cccc2)/C(/c2cc(ccc12)C(O)=O)=C/CCN1CCN(CC1)C1N(C)C(=O)N(C)C(=O)C1,Tr,-5.0700002
D-2523,(Z)-19d,O1Cc2c(cccc2)/C(/c2cc(ccc12)C(O)=O)=C/CCN1CCCN(CC1)C1N(C)C(=O)N(C)C(=O)C1,Tr,-5.4200001
D-2524,(Z)-19e,O=C1N(C)C(=O)N(C)C(N2CCN(CC2)CC\C=C\2/c3cc(ccc3CCc3c/2cccc3)CC(O)=O)C1,Tr,-4.8299999
D-2526,(Z)-19g,O=C1N(C)C(=O)N(C)C(N2CCCN(CC2)CC\C=C\2/c3cc(ccc3CCc3c/2cccc3)C(O)=O)C1,Tr,-5.1599998
D-2527,T2000,O=C1N(COC)C(=O)N(COC)C(=O)C1(c1ccccc1)c1ccccc1,Tr,-4.4499998
D-2529,T2007,O=C1NC(=O)NC(=O)C1(c1ccccc1)c1ccccc1,Tr,-4.46
D-2534,Cycloastragenol,O1[C@](CC[C@@H]1C(O)(C)C)(C)[C@@H]1[C@]2(CCC34[C@@H](C[C@H](O)C5C3(CC[C@H](O)C5(C)C)C4)[C@@]2(C[C@@H]1O)C)C,Tr,-4.5
D-2535,Byankangelicol,O1C(C)(C)C1COc1c2OC(=O)C=Cc2c(OC)c2c1occ2,Tr,-4.3000002
D-2538,CD1,O(C(=O)CCCCCCCCC)C,Tr,-3.51
D-2558,CD21,O=C(NN)CCCCCCCCC,Tr,-4.1199999
D-2564,CD27,O=C(N1CCNCC1)CCCCCCCCC,Tr,-3.8199999
D-2568,Zearalenone (ZEN),O1CC(CCC(=O)CCC\C=C\c2c(C1=O)c(O)cc(O)c2)C,Tr,-4.98
D-2569,a-Zearalenol (a-ZEL),O1CC(CCC(O)CCC\C=C\c2c(C1=O)c(O)cc(O)c2)C,Tr,-5.27
D-2570,a-Zearalanol (a-ZAL),O1CC(CCC(O)CCCCCc2c(C1=O)c(O)cc(O)c2)C,Tr,-4.8200002
D-2571,Selagin (1),O1c2c(C(=O)C=C1c1cc(OC)c(O)c(O)c1)c(O)cc(O)c2,Tr,-6
D-2573,"Tricetin-3,4,5-trimethylether (3)",O1c2c(C(=O)C=C1c1cc(OC)c(OC)c(OC)c1)c(O)cc(O)c2,Tr,-5.0999999
D-2574,Hispidulin (4),O1c2c(c(O)c(OC)c(O)c2)C(=O)C=C1c1ccc(O)cc1,Tr,-5.1799998
D-2575,"Quercetagetin-3,6,7-trimethylether (5)",O1c2c(C(=O)C(OC)=C1c1cc(O)c(O)cc1)c(O)c(OC)c(OC)c2,Tr,-5.0900002
D-2576,Quercetagetin (6),O1c2c(C(=O)C(O)=C1c1cc(O)c(O)cc1)c(O)c(O)c(O)c2,Tr,-6.6999998
D-2579,Telaprevir,O=C(N[C@H](C(=O)N[C@@H](C(C)(C)C)C(=O)N1C[C@H]2[C@H](CCC2)[C@H]1C(=O)N[C@H](C(=O)C(=O)NC1CC1)CCC)C1CCCCC1)c1nccnc1,Tr,-5.3899999
D-2581,Tryptanthrin,O=C1c2c(N3C1=Nc1c(cccc1)C3=O)cccc2,Tr,-4.1999998
D-2587,6,Brc1ccc(cc1)CN(NC(=O)[C@@H](C(C)(C)C)CC(OC)=O)C[C@@](O)(Cc1ccccc1)C(=O)NC1CCOC1,Tr,-4.9699998
D-2589,8,Brc1ccc(cc1)CN(NC(=O)[C@@H](C(C)(C)C)CC(OC)=O)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H](C(C)C)C(=O)NCCOC,Tr,-5.3200002
D-2591,10,Brc1ccc(cc1)CN(NC(=O)[C@@H](C(C)(C)C)CC(OC)=O)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H](C(C)(C)C)C(=O)NC,Tr,-5.5999999
D-2592,11,O(C(=O)C[C@H](C(C)(C)C)C(=O)NN(Cc1ccc(cc1)-c1ncccc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H](C(C)(C)C)C(=O)NC)C,Tr,-5.4699998
D-2594,25,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4cccc5)-c4ccccc4)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.6799998
D-2595,45a,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5)-c4ccccc4)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.8899999
D-2596,45b,s1cc(nc1-c1nc(O[C@H]2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c2c(n1)cc(OC)cc2)C(C)C,Tr,-5.2199998
D-2597,45c,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5)-c4ccc(F)cc4)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.6999998
D-2598,51a,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5C)-c4ccccc4)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.8899999
D-2601,51e,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5C)-c4ccc(OC)cc4)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-5.0500002
D-2602,60a,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5C)-c4ccccc4)C3)C(=O)N(CCCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.5900002
D-2603,60c,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5C)-c4ccc(F)cc4)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,Tr,-4.4899998
D-2607,67c,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4nc(nc5c4ccc(OC)c5C)-c4ccc(F)cc4)C3)C(=O)NCCCCC\C=C/[C@@H]1C2)C1CC1,Tr,-4.4899998
D-2608,Ibuproxam,O=C(NO)C(C)c1ccc(cc1)CC(C)C,Tr,-4.6300001
D-2611,Amfenac,OC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,Tr,-4.52
D-2612,Levofloxacin,Fc1cc2c3N(C=C(C(O)=O)C2=O)[C@H](COc3c1N1CCN(CC1)C)C,Tr,-4.5500002
D-2615,Paraoxon,P(Oc1ccc(N(O)O)cc1)(OCC)(OCC)=O,Tr,-4.6900001
D-2618,Sulfasalamide,S(=O)(=O)(Nc1ncccc1)c1ccc(\N=N\c2cc(CC(=O)N)c(O)cc2)cc1,Tr,-5.7088718
D-2620,Linopirdine,O=C1N(c2c(cccc2)C1(Cc1ccncc1)Cc1ccncc1)c1ccccc1,Tr,-4.77
D-2621,Amlodipine,Clc1ccccc1C1C(C(OCC)=O)=C(NC(C)=C1C(OC)=O)COCCN,Tr,-4.6700001
D-2623,Alfuzosin,O1CCCC1C(=O)NCCCN(C)c1nc(N)c2cc(OC)c(OC)cc2n1,Tr,-5.6399999
D-2625,Dronedarone,S(=O)(=O)(Nc1cc2c(oc(CCCC)c2C(=O)c2ccc(OCCCN(CCCC)CCCC)cc2)cc1)C,Tr,-4.52
D-2631,Trimethobenzamide,O(C)c1c(OC)cc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,Tr,-4.96
D-2632,Desloratadine,Clc1cc2c(cc1)C(c1ncccc1CC2)=C1CCNCC1,Tr,-4.0599999
D-2636,Xaliproden (SR57746),FC(F)(F)c1cc(ccc1)C=1CCN(CC=1)CCc1cc2c(cc1)cccc2,Tr,-4.73
D-2638,Setrobuvir (ANA598),S(=O)(=O)(Nc1cc2S(=O)(=O)N/C(/Nc2cc1)=C/1\C(=O)[C@@H]2[C@H]3CC[C@@H]([C@@H]2N(Cc2ccc(F)cc2)C\1=O)C3)C,Tr,-5.8899999
A-102,corticosterone,O=C1CC[C@@]2([C@H]3[C@H]([C@H]4CC[C@@H](C(=O)CO)[C@]4(C[C@H]3O)C)CCC2=C1)C,Te,-4.4850001
A-107,cymarin,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@]1(CC[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](OC)C2)C[C@@]1(O)CC3)C=O,Te,-5.6999998
A-109,daidzin ,O1C(CO)C(O)C(O)C(O)C1Oc1cc2OC=C(C(=O)c2cc1)c1ccc(O)cc1,Te,-6.3600001
A-112,desipramine,N(CCCN1c2c(CCc3c1cccc3)cccc2)C,Te,-4.6700001
A-113,desoxycarticosterone,O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@H](C(=O)CO)[C@]4(CC3)C)CCC2=C1)C,Te,-4.6700001
A-12,"(2E,9Z)-N-(2-methylbutyl)pentadeca-2,9-diene-12,14-diynamide",O=C(NCC(CC)C)\C=C\CCCCC\C=C/CC#CC#C,Te,-4.4299998
A-133,DUP 167,Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2[nH]nnn2)c1C=O)CCCC,Te,-5.1100001
A-136,EACV,O(C(=O)CC[C@@H](N)C(O)=O)CCOCn1c2N=C(NC(c2nc1)=C)N,Te,-5.8099999
A-15,5-aminolevulinic acid,OC(=O)CCC(=O)CN,Te,-5.3400002
A-157,EF5289,O(CC(OCC)=O)c1ccc(cc1)C(=O)CN1CCN(CC1=O)C1CCN(CC1)C(OCOC(=O)C(C)(C)C)=O,Te,-4.2600002
A-160,enalapril,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1CCC[C@H]1C(O)=O)C)CCc1ccccc1,Te,-5.6719999
A-181,fluconazole,Fc1cc(F)ccc1C(O)(Cn1ncnc1)Cn1ncnc1,Te,-4.6599998
A-190,ganciclovir,O=C1N=C(Nc2n(cnc12)COC(CO)CO)N,Te,-6.3699999
A-20,acacetin,O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(O)cc(O)c2,Te,-4.8400002
A-212,hexapeptide 04,O=C1N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H]1C,Te,-5.8200002
A-223,hexapeptide 15,O=C1N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@@H]1C,Te,-5.8200002
A-224,hexapeptide 16,O=C1N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@@H]1C,Te,-5.3000002
A-227,hexapeptide 19,O=C1N(C)[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H]1C,Te,-5.8200002
A-246,hexapeptide 43,O=C1N(C)[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H]1C,Te,-5.8200002
A-253,hexapeptide 51,O=C1N(C)[C@H](C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@H]1C,Te,-5.3000002
A-268,ibuprofen,OC(=O)C(C)c1ccc(cc1)CC(C)C,Te,-4.2800002
A-271,indobufen,O=C1N(Cc2c1cccc2)c1ccc(cc1)C(CC)C(O)=O,Te,-4.3899999
